counter,currentDate,external_temp,external_humidity,internal_temp
1424,2020-08-26 13:18:44.953555,20.0,66.0,2.9375
1425,2020-08-26 13:20:53.353444,20.0,66.0,3.0
1426,2020-08-26 13:22:56.753516,20.0,66.0,3.25
1427,2020-08-26 13:24:57.643486,20.0,66.0,3.3125
1428,2020-08-26 13:27:06.123687,20.0,66.0,3.5
1429,2020-08-26 13:29:07.011195,20.0,66.0,3.6875
1430,2020-08-26 13:31:33.143501,20.0,66.0,3.8125
1431,2020-08-26 13:33:46.703618,20.0,66.0,3.9375
1432,2020-08-26 13:35:47.559195,20.0,66.0,4.0625
1433,2020-08-26 13:38:03.615818,20.0,66.0,4.125
1434,2020-08-26 13:40:04.524007,20.0,66.0,4.1875
1435,2020-08-26 13:42:10.393478,20.0,66.0,4.0625
1436,2020-08-26 13:44:16.293553,20.0,66.0,2.125
1437,2020-08-26 13:46:29.773674,20.0,66.0,0.875
1438,2020-08-26 13:48:30.610241,20.0,66.0,-0.375
1439,2020-08-26 13:50:33.995655,20.0,66.0,-1.1875
1440,2020-08-26 13:52:42.565195,20.0,65.0,-1.6875
1441,2020-08-26 13:54:43.377149,20.0,66.0,-2.1875
1442,2020-08-26 13:56:49.253747,20.0,66.0,-2.0625
1443,2020-08-26 13:58:52.683862,20.0,66.0,-1.75
1444,2020-08-26 14:00:53.537870,20.0,66.0,-1.375
1445,2020-08-26 14:02:56.891405,20.0,66.0,-1.1875
1446,2020-08-26 14:05:00.253490,20.0,65.0,-1.125
1447,2020-08-26 14:07:06.223557,20.0,65.0,-1.0625
1448,2020-08-26 14:09:07.105966,20.0,66.0,-0.8125
1449,2020-08-26 14:11:07.963452,20.0,66.0,0.0625
1450,2020-08-26 14:13:08.803561,20.0,65.0,0.75
1451,2020-08-26 14:15:24.904718,20.0,65.0,1.0625
1452,2020-08-26 14:17:25.843519,20.0,66.0,1.25
1453,2020-08-26 14:19:26.663557,20.0,65.0,1.4375
1454,2020-08-26 14:21:27.543097,20.0,65.0,1.1875
1455,2020-08-26 14:23:35.996364,20.0,65.0,0.8125
1456,2020-08-26 14:25:41.937275,20.0,66.0,0.625
1457,2020-08-26 14:27:47.867360,20.0,65.0,0.3125
1458,2020-08-26 14:29:58.850664,20.0,65.0,0.5625
1459,2020-08-26 14:31:59.663502,20.0,65.0,0.5
1460,2020-08-26 14:34:03.057916,20.0,66.0,0.125
1461,2020-08-26 14:36:06.486438,20.0,66.0,0.4375
1462,2020-08-26 14:38:19.973473,20.0,65.0,0.1875
1463,2020-08-26 14:40:20.943498,21.0,65.0,0.25
1464,2020-08-26 14:42:24.273451,20.0,65.0,0.1875
1465,2020-08-26 14:44:27.666612,20.0,65.0,0.1875
1466,2020-08-26 14:46:28.563485,20.0,66.0,0.25
1467,2020-08-26 14:48:29.403537,20.0,66.0,0.375
1468,2020-08-26 14:50:30.363486,21.0,64.0,0.3125
1469,2020-08-26 14:52:31.173489,21.0,63.0,0.1875
1470,2020-08-26 14:54:34.593561,21.0,64.0,0.25
1471,2020-08-26 14:56:38.013515,21.0,64.0,0.1875
1472,2020-08-26 14:58:43.883535,21.0,64.0,0.0625
1473,2020-08-26 15:00:47.272782,21.0,64.0,0.0625
1474,2020-08-26 15:02:50.633553,21.0,64.0,1.1875
1475,2020-08-26 15:04:51.533640,21.0,64.0,1.875
1476,2020-08-26 15:06:52.343511,20.0,66.0,2.3125
1477,2020-08-26 15:08:55.723761,21.0,64.0,2.625
1478,2020-08-26 15:10:56.573550,21.0,64.0,2.8125
1479,2020-08-26 15:13:05.029261,21.0,64.0,3.0625
1480,2020-08-26 15:15:10.893503,21.0,65.0,3.0625
1481,2020-08-26 15:17:14.253452,21.0,64.0,3.1875
1482,2020-08-26 15:19:27.723571,21.0,64.0,3.375
1483,2020-08-26 15:21:33.650548,21.0,64.0,3.5
1484,2020-08-26 15:23:34.473563,21.0,65.0,3.625
1485,2020-08-26 15:25:35.335059,21.0,65.0,3.75
1486,2020-08-26 15:27:36.183566,21.0,65.0,3.8125
1487,2020-08-26 15:29:37.082773,21.0,65.0,3.875
1488,2020-08-26 15:31:37.893547,21.0,65.0,4.0625
1489,2020-08-26 15:33:48.890916,21.0,64.0,4.0625
1490,2020-08-26 15:35:59.823442,21.0,65.0,4.1875
1491,2020-08-26 15:38:03.213589,21.0,64.0,4.25
1492,2020-08-26 15:40:16.734428,21.0,64.0,4.375
1493,2020-08-26 15:42:22.663708,21.0,65.0,4.5
1494,2020-08-26 15:44:23.553535,21.0,65.0,4.5625
1495,2020-08-26 15:46:24.420063,21.0,65.0,1.6875
1496,2020-08-26 15:48:27.783497,21.0,64.0,-0.5625
1497,2020-08-26 15:50:38.775047,21.0,64.0,-1.625
1498,2020-08-26 15:52:39.573497,21.0,64.0,-2.25
1499,2020-08-26 15:54:42.945058,21.0,64.0,-2.5625
1500,2020-08-26 15:56:48.813454,21.0,64.0,-2.25
1501,2020-08-26 15:58:52.173554,21.0,64.0,-1.625
1502,2020-08-26 16:01:08.193554,21.0,64.0,-1.4375
1503,2020-08-26 16:03:16.682221,21.0,64.0,-1.25
1504,2020-08-26 16:05:17.473577,21.0,64.0,-1.1875
1505,2020-08-26 16:07:18.329789,21.0,64.0,-0.0625
1506,2020-08-26 16:09:19.291409,21.0,64.0,0.5625
1507,2020-08-26 16:11:20.173699,21.0,64.0,0.9375
Motion,2020-08-26 16:13:17.963631,21.0,64.0,4.375
1508,2020-08-26 16:13:23.566519,21.0,64.0,5.375
1509,2020-08-26 16:15:29.488411,21.0,64.0,4.5625
1510,2020-08-26 16:17:32.922607,21.0,64.0,2.875
1511,2020-08-26 16:19:41.413589,21.0,64.0,2.4375
1512,2020-08-26 16:21:47.334789,21.0,64.0,2.25
1513,2020-08-26 16:23:48.163547,21.0,64.0,1.9375
1514,2020-08-26 16:25:59.133452,21.0,63.0,1.875
1515,2020-08-26 16:27:59.953662,21.0,64.0,1.75
1516,2020-08-26 16:30:03.343960,21.0,64.0,1.4375
1517,2020-08-26 16:32:11.713468,21.0,64.0,1.375
1518,2020-08-26 16:34:15.043517,21.0,64.0,1.3125
1519,2020-08-26 16:36:15.910592,21.0,64.0,1.125
1520,2020-08-26 16:38:16.753543,21.0,64.0,1.25
1521,2020-08-26 16:40:22.687073,21.0,64.0,1.0625
1522,2020-08-26 16:42:26.023552,21.0,64.0,1.875
1523,2020-08-26 16:44:39.537857,21.0,64.0,2.4375
1524,2020-08-26 16:46:45.465093,21.0,64.0,2.875
1525,2020-08-26 16:48:54.023620,21.0,64.0,3.0
1526,2020-08-26 16:50:54.853548,21.0,65.0,3.0625
1527,2020-08-26 16:52:58.243572,21.0,65.0,3.1875
1528,2020-08-26 16:55:01.603543,21.0,64.0,3.3125
1529,2020-08-26 16:57:02.493676,21.0,64.0,3.4375
1530,2020-08-26 16:59:08.391705,21.0,64.0,3.625
1531,2020-08-26 17:01:19.373606,21.0,65.0,3.75
1532,2020-08-26 17:03:22.767502,21.0,65.0,3.9375
1533,2020-08-26 17:05:28.673568,21.0,65.0,4.0625
1534,2020-08-26 17:07:29.532035,21.0,65.0,4.1875
1535,2020-08-26 17:09:32.946380,21.0,65.0,4.25
1536,2020-08-26 17:11:36.303483,21.0,65.0,4.375
1537,2020-08-26 17:13:42.222746,21.0,65.0,4.5
1538,2020-08-26 17:15:53.233681,21.0,65.0,4.625
1539,2020-08-26 17:17:59.160821,21.0,65.0,4.625
1540,2020-08-26 17:19:59.963565,21.0,65.0,4.75
1541,2020-08-26 17:22:10.948520,21.0,65.0,4.8125
1542,2020-08-26 17:24:14.253594,21.0,65.0,5.0
1543,2020-08-26 17:26:15.112553,21.0,65.0,3.0
1544,2020-08-26 17:28:18.453509,21.0,65.0,0.0625
1545,2020-08-26 17:30:26.880144,21.0,65.0,1.3125
1546,2020-08-26 17:32:30.253645,21.0,65.0,-0.625
1547,2020-08-26 17:34:38.723752,21.0,65.0,-1.0625
1548,2020-08-26 17:36:42.093511,21.0,65.0,-1.125
1549,2020-08-26 17:38:48.018847,21.0,65.0,-1.125
1550,2020-08-26 17:40:53.883498,21.0,65.0,0.0625
1551,2020-08-26 17:42:57.213723,21.0,65.0,0.75
1552,2020-08-26 17:45:00.603547,21.0,65.0,1.125
1553,2020-08-26 17:47:01.483473,21.0,65.0,1.375
1554,2020-08-26 17:49:02.374217,22.0,65.0,1.5
1555,2020-08-26 17:51:03.223450,22.0,65.0,3.3125
1556,2020-08-26 17:53:16.749182,22.0,64.0,5.6875
1557,2020-08-26 17:55:22.653550,21.0,64.0,11.4375
Motion,2020-08-26 17:55:26.413556,21.0,64.0,11.8125
1558,2020-08-26 17:57:23.514586,22.0,64.0,7.625
1559,2020-08-26 17:59:31.933556,22.0,64.0,4.3125
1560,2020-08-26 18:01:40.330630,22.0,65.0,3.5
1561,2020-08-26 18:03:43.761082,22.0,65.0,3.3125
1562,2020-08-26 18:05:44.579333,22.0,65.0,3.0
1563,2020-08-26 18:07:47.933482,22.0,64.0,2.5625
1564,2020-08-26 18:09:48.899037,22.0,64.0,1.875
1565,2020-08-26 18:11:52.223426,22.0,64.0,1.1875
1566,2020-08-26 18:13:53.110489,22.0,65.0,0.5625
1567,2020-08-26 18:15:53.953531,22.0,64.0,0.375
1568,2020-08-26 18:17:54.856694,22.0,65.0,0.25
1569,2020-08-26 18:19:55.693583,22.0,65.0,0.1875
1570,2020-08-26 18:21:59.113709,22.0,65.0,0.1875
1571,2020-08-26 18:24:07.643426,22.0,65.0,0.1875
1572,2020-08-26 18:26:11.030552,22.0,65.0,0.25
1573,2020-08-26 18:28:11.885892,22.0,65.0,2.4375
1574,2020-08-26 18:30:20.300272,22.0,65.0,3.125
1575,2020-08-26 18:32:26.163503,22.0,65.0,3.5
1576,2020-08-26 18:34:44.788922,22.0,65.0,3.75
1577,2020-08-26 18:37:05.943666,22.0,65.0,3.875
1578,2020-08-26 18:39:06.773481,22.0,65.0,4.0
1579,2020-08-26 18:41:15.235581,22.0,65.0,4.25
1580,2020-08-26 18:43:16.144228,22.0,65.0,4.375
1581,2020-08-26 18:45:22.070453,21.0,65.0,4.5
1582,2020-08-26 18:47:22.936731,22.0,65.0,4.625
1583,2020-08-26 18:49:31.383548,22.0,66.0,4.75
1584,2020-08-26 18:51:37.302922,22.0,66.0,4.875
1585,2020-08-26 18:53:45.713531,22.0,66.0,5.0625
1586,2020-08-26 18:55:49.102824,21.0,66.0,5.125
1587,2020-08-26 18:57:52.453551,21.0,65.0,5.1875
1588,2020-08-26 18:59:53.313170,22.0,65.0,5.3125
1589,2020-08-26 19:01:59.203553,22.0,65.0,5.375
1590,2020-08-26 19:04:05.165908,22.0,65.0,5.5
1591,2020-08-26 19:06:13.613679,22.0,65.0,5.5625
1592,2020-08-26 19:08:14.473565,22.0,66.0,5.5625
1593,2020-08-26 19:10:15.341140,22.0,65.0,4.6875
1594,2020-08-26 19:12:23.807875,22.0,65.0,1.5
1595,2020-08-26 19:14:37.303553,22.0,65.0,-0.125
1596,2020-08-26 19:16:40.733690,22.0,65.0,-1.125
1597,2020-08-26 19:18:46.684353,22.0,65.0,-1.375
1598,2020-08-26 19:20:52.583510,22.0,65.0,-1.5
1599,2020-08-26 19:22:53.439617,22.0,65.0,-1.5625
1600,2020-08-26 19:24:54.293553,22.0,65.0,-1.4375
1601,2020-08-26 19:27:00.173536,22.0,65.0,-0.875
1602,2020-08-26 19:29:06.083540,22.0,65.0,-0.5
1603,2020-08-26 19:31:06.963476,22.0,65.0,-0.125
1604,2020-08-26 19:33:10.313539,22.0,65.0,0.125
1605,2020-08-26 19:35:11.177697,22.0,65.0,0.3125
1606,2020-08-26 19:37:14.543518,22.0,65.0,0.4375
1607,2020-08-26 19:39:20.464075,22.0,65.0,0.5
1608,2020-08-26 19:41:26.333512,22.0,65.0,-0.0625
1609,2020-08-26 19:43:27.199631,22.0,65.0,-0.25
1610,2020-08-26 19:45:28.033534,22.0,65.0,-0.375
1611,2020-08-26 19:47:28.895080,22.0,65.0,-0.5
1612,2020-08-26 19:49:29.753510,22.0,65.0,-0.4375
1613,2020-08-26 19:51:35.671073,22.0,65.0,-0.4375
1614,2020-08-26 19:53:36.503559,22.0,65.0,-0.5
1615,2020-08-26 19:55:44.893609,22.0,65.0,-0.5
1616,2020-08-26 19:57:48.223461,22.0,65.0,-0.5
1617,2020-08-26 19:59:49.053579,22.0,65.0,-0.5625
1618,2020-08-26 20:01:49.961754,22.0,65.0,-0.3125
1619,2020-08-26 20:03:50.904669,22.0,65.0,2.0
1620,2020-08-26 20:05:54.253632,22.0,65.0,2.875
1621,2020-08-26 20:07:55.115373,22.0,65.0,3.0625
1622,2020-08-26 20:09:55.963553,22.0,65.0,3.1875
1623,2020-08-26 20:11:56.830255,22.0,65.0,3.4375
1624,2020-08-26 20:13:57.673517,22.0,66.0,3.625
1625,2020-08-26 20:16:08.660842,22.0,66.0,3.75
1626,2020-08-26 20:18:19.653127,22.0,66.0,3.9375
1627,2020-08-26 20:20:23.023558,22.0,65.0,4.0625
1628,2020-08-26 20:22:31.443453,22.0,66.0,4.1875
1629,2020-08-26 20:24:37.333502,22.0,66.0,4.375
1630,2020-08-26 20:26:40.740614,22.0,66.0,4.5
1631,2020-08-26 20:28:44.083629,22.0,66.0,4.625
1632,2020-08-26 20:30:52.533704,22.0,66.0,4.6875
1633,2020-08-26 20:32:55.873498,22.0,65.0,4.875
1634,2020-08-26 20:35:01.795346,22.0,66.0,4.9375
1635,2020-08-26 20:37:05.153511,22.0,66.0,5.0625
1636,2020-08-26 20:39:08.493548,22.0,66.0,5.1875
1637,2020-08-26 20:41:11.928617,22.0,65.0,5.3125
1638,2020-08-26 20:43:33.023544,22.0,65.0,5.375
1639,2020-08-26 20:45:33.853671,22.0,65.0,5.25
1640,2020-08-26 20:47:39.773622,22.0,66.0,1.9375
1641,2020-08-26 20:49:45.700123,22.0,66.0,0.0
1642,2020-08-26 20:51:46.553554,22.0,66.0,-1.0625
1643,2020-08-26 20:53:47.411644,22.0,66.0,-1.625
1644,2020-08-26 20:55:48.263584,22.0,66.0,-1.75
1645,2020-08-26 20:57:51.662743,22.0,65.0,-1.8125
1646,2020-08-26 21:00:15.353662,22.0,65.0,-1.5625
1647,2020-08-26 21:02:16.203487,22.0,65.0,-1.0625
1648,2020-08-26 21:04:32.213558,22.0,65.0,-0.75
1649,2020-08-26 21:06:33.069977,22.0,65.0,-0.375
1650,2020-08-26 21:08:36.443511,23.0,64.0,-0.125
1651,2020-08-26 21:10:37.294667,23.0,65.0,0.0625
1652,2020-08-26 21:12:38.153603,23.0,64.0,0.375
1653,2020-08-26 21:14:44.085058,22.0,65.0,0.75
1654,2020-08-26 21:16:44.903536,22.0,64.0,0.125
1655,2020-08-26 21:18:48.383486,22.0,64.0,-0.3125
1656,2020-08-26 21:20:49.238234,22.0,64.0,-0.4375
1657,2020-08-26 21:22:55.133500,22.0,64.0,-0.5625
1658,2020-08-26 21:24:55.990837,21.0,63.0,-0.5625
1659,2020-08-26 21:27:01.883549,21.0,63.0,-0.5625
1660,2020-08-26 21:29:15.443546,21.0,63.0,-0.5625
1661,2020-08-26 21:31:16.273758,21.0,63.0,-0.625
1662,2020-08-26 21:33:22.193479,21.0,63.0,-0.625
1663,2020-08-26 21:35:25.590445,21.0,63.0,-0.3125
1664,2020-08-26 21:37:28.943513,21.0,63.0,1.8125
1665,2020-08-26 21:39:29.753543,21.0,63.0,2.625
1666,2020-08-26 21:41:30.608388,21.0,63.0,2.9375
1667,2020-08-26 21:43:36.538041,21.0,63.0,3.0
1668,2020-08-26 21:45:44.963537,21.0,63.0,3.3125
1669,2020-08-26 21:47:53.383458,21.0,63.0,3.5
1670,2020-08-26 21:50:01.903452,21.0,63.0,3.6875
1671,2020-08-26 21:52:02.787629,21.0,63.0,3.875
1672,2020-08-26 21:54:08.743497,21.0,63.0,4.0
1673,2020-08-26 21:56:17.307237,21.0,63.0,4.125
1674,2020-08-26 21:58:28.323554,21.0,62.0,5.75
1675,2020-08-26 22:00:34.193526,21.0,63.0,5.25
1676,2020-08-26 22:02:40.113552,21.0,63.0,5.1875
1677,2020-08-26 22:04:56.220942,21.0,63.0,5.25
1678,2020-08-26 22:07:04.713644,21.0,63.0,5.375
1679,2020-08-26 22:09:10.591576,21.0,63.0,5.5
1680,2020-08-26 22:11:13.983545,21.0,63.0,5.5625
1681,2020-08-26 22:13:14.943470,21.0,63.0,5.6875
1682,2020-08-26 22:15:15.802148,21.0,62.0,4.1875
1683,2020-08-26 22:17:21.693659,21.0,62.0,1.1875
1684,2020-08-26 22:19:27.523425,21.0,63.0,-0.5625
1685,2020-08-26 22:21:33.565071,21.0,63.0,-1.375
1686,2020-08-26 22:23:34.363499,21.0,62.0,-1.6875
1687,2020-08-26 22:25:50.453027,21.0,62.0,-1.875
1688,2020-08-26 22:27:51.273540,21.0,62.0,-1.6875
1689,2020-08-26 22:29:52.128153,21.0,62.0,-1.5625
1690,2020-08-26 22:31:55.503521,21.0,62.0,-1.3125
1691,2020-08-26 22:33:58.889094,21.0,62.0,-0.9375
1692,2020-08-26 22:36:04.783563,21.0,63.0,-0.4375
1693,2020-08-26 22:38:08.178831,21.0,63.0,-0.25
1694,2020-08-26 22:40:11.533549,21.0,63.0,-0.25
1695,2020-08-26 22:42:19.943553,21.0,63.0,-0.3125
1696,2020-08-26 22:44:23.303543,21.0,62.0,-0.375
1697,2020-08-26 22:46:24.149507,21.0,62.0,3.125
1698,2020-08-26 22:48:25.033549,21.0,62.0,1.5
1699,2020-08-26 22:50:25.933564,21.0,63.0,0.25
1700,2020-08-26 22:52:29.263494,21.0,63.0,-0.3125
1701,2020-08-26 22:54:32.650520,20.0,64.0,-0.5
1702,2020-08-26 22:56:38.543508,21.0,63.0,-0.5625
1703,2020-08-26 22:58:41.937592,21.0,63.0,-0.5625
1704,2020-08-26 23:00:45.293574,21.0,63.0,-0.5625
1705,2020-08-26 23:02:58.853535,21.0,62.0,-0.3125
1706,2020-08-26 23:04:59.710466,21.0,63.0,1.875
1707,2020-08-26 23:07:03.093486,21.0,63.0,2.8125
1708,2020-08-26 23:09:06.469802,21.0,63.0,3.0625
1709,2020-08-26 23:11:07.353657,21.0,63.0,3.125
1710,2020-08-26 23:13:13.321018,21.0,63.0,3.4375
1711,2020-08-26 23:15:16.683536,21.0,64.0,3.625
1712,2020-08-26 23:17:22.603553,21.0,64.0,3.9375
1713,2020-08-26 23:19:28.525676,21.0,64.0,4.0625
1714,2020-08-26 23:21:29.353545,21.0,63.0,4.1875
1715,2020-08-26 23:23:35.275804,21.0,63.0,4.375
1716,2020-08-26 23:25:36.163571,20.0,64.0,4.5
1717,2020-08-26 23:27:37.022007,20.0,64.0,4.625
1718,2020-08-26 23:29:37.881103,20.0,64.0,4.75
1719,2020-08-26 23:31:43.763654,21.0,63.0,4.875
1720,2020-08-26 23:33:57.288550,21.0,63.0,4.9375
1721,2020-08-26 23:36:05.740875,21.0,63.0,5.0
1722,2020-08-26 23:38:14.241003,21.0,63.0,5.0625
1723,2020-08-26 23:40:22.733508,21.0,63.0,5.1875
1724,2020-08-26 23:42:28.652545,20.0,64.0,5.3125
1725,2020-08-26 23:44:32.003516,20.0,64.0,5.3125
Motion,2020-08-26 23:45:08.716498,20.0,64.0,8.625
1726,2020-08-26 23:46:32.860444,20.0,64.0,7.875
1727,2020-08-26 23:48:33.759762,20.0,65.0,3.75
1728,2020-08-26 23:50:34.683527,21.0,62.0,2.1875
1729,2020-08-26 23:52:45.689171,21.0,62.0,5.0
1730,2020-08-26 23:54:56.687804,21.0,63.0,0.1875
1731,2020-08-26 23:57:02.563495,21.0,62.0,-0.875
1732,2020-08-26 23:59:08.493548,21.0,62.0,-1.125
1733,2020-08-27 00:01:09.323563,21.0,62.0,-1.375
1734,2020-08-27 00:03:17.796317,21.0,62.0,-1.0
1735,2020-08-27 00:05:18.657582,21.0,62.0,-0.6875
1736,2020-08-27 00:07:34.673540,21.0,62.0,-0.5
1737,2020-08-27 00:09:58.313548,21.0,62.0,-0.25
1738,2020-08-27 00:11:59.213683,21.0,62.0,0.1875
1739,2020-08-27 00:14:00.023523,21.0,62.0,0.4375
1740,2020-08-27 00:16:03.412973,21.0,62.0,0.6875
1741,2020-08-27 00:18:06.799894,21.0,62.0,1.0625
1742,2020-08-27 00:20:10.193066,21.0,62.0,1.25
1743,2020-08-27 00:22:18.563487,20.0,63.0,0.3125
1744,2020-08-27 00:24:24.490747,20.0,63.0,-0.3125
1745,2020-08-27 00:26:25.313557,21.0,62.0,-0.5
1746,2020-08-27 00:28:26.093615,21.0,62.0,-0.625
1747,2020-08-27 00:30:37.080769,21.0,62.0,-0.625
1748,2020-08-27 00:32:37.944006,21.0,62.0,-0.6875
1749,2020-08-27 00:34:46.399380,21.0,62.0,-0.6875
1750,2020-08-27 00:36:52.329284,21.0,62.0,-0.75
1751,2020-08-27 00:38:55.717366,21.0,62.0,-0.75
1752,2020-08-27 00:41:01.593463,21.0,62.0,-0.8125
1753,2020-08-27 00:43:20.174462,21.0,63.0,-0.75
1754,2020-08-27 00:45:28.553498,21.0,63.0,-0.8125
1755,2020-08-27 00:47:31.930426,21.0,62.0,-0.75
1756,2020-08-27 00:49:37.823503,21.0,62.0,-0.75
1757,2020-08-27 00:51:38.679934,21.0,62.0,-0.8125
1758,2020-08-27 00:53:39.533549,21.0,62.0,-0.8125
1759,2020-08-27 00:55:45.423484,21.0,62.0,-0.75
1760,2020-08-27 00:57:51.323556,21.0,62.0,-0.8125
Motion,2020-08-27 00:59:50.707386,21.0,62.0,1.5
1761,2020-08-27 00:59:52.179920,21.0,62.0,2.0625
1762,2020-08-27 01:01:53.133446,21.0,63.0,3.5625
1763,2020-08-27 01:03:56.443580,21.0,62.0,0.75
1764,2020-08-27 01:06:02.376766,21.0,63.0,0.125
1765,2020-08-27 01:08:15.863549,21.0,63.0,0.0
1766,2020-08-27 01:10:16.653658,21.0,63.0,-0.1875
1767,2020-08-27 01:12:22.573680,21.0,62.0,-0.0625
1768,2020-08-27 01:14:28.511908,20.0,63.0,1.8125
1769,2020-08-27 01:16:39.443510,20.0,63.0,0.625
1770,2020-08-27 01:18:40.301249,20.0,63.0,0.0
1771,2020-08-27 01:20:43.683541,20.0,63.0,-0.125
1772,2020-08-27 01:22:49.652288,20.0,63.0,-0.1875
1773,2020-08-27 01:24:50.443557,20.0,63.0,-0.25
1774,2020-08-27 01:26:51.403551,20.0,64.0,-0.3125
1775,2020-08-27 01:28:52.223543,20.0,63.0,0.9375
1776,2020-08-27 01:30:53.090103,21.0,62.0,2.625
1777,2020-08-27 01:32:53.933675,20.0,63.0,3.1875
1778,2020-08-27 01:34:54.881521,20.0,63.0,3.5625
1779,2020-08-27 01:36:55.683663,20.0,63.0,3.8125
1780,2020-08-27 01:39:04.093513,20.0,63.0,4.0
1781,2020-08-27 01:41:30.243500,20.0,63.0,4.1875
1782,2020-08-27 01:43:31.213521,20.0,64.0,4.375
1783,2020-08-27 01:45:34.533444,20.0,62.0,4.5
1784,2020-08-27 01:47:50.563554,20.0,63.0,4.75
1785,2020-08-27 01:49:51.431407,20.0,63.0,4.875
1786,2020-08-27 01:51:54.793554,20.0,63.0,5.0625
1787,2020-08-27 01:54:00.726657,20.0,63.0,5.1875
1788,2020-08-27 01:56:04.063548,20.0,63.0,5.3125
1789,2020-08-27 01:58:09.997453,20.0,64.0,5.4375
1790,2020-08-27 02:00:13.333539,20.0,64.0,5.3125
1791,2020-08-27 02:02:16.683474,20.0,63.0,3.0
1792,2020-08-27 02:04:17.552264,20.0,64.0,1.125
1793,2020-08-27 02:06:20.893770,20.0,63.0,-0.375
1794,2020-08-27 02:08:26.816360,20.0,63.0,-1.0625
1795,2020-08-27 02:10:27.677441,20.0,63.0,-1.5
1796,2020-08-27 02:12:31.063561,20.0,63.0,-1.6875
1797,2020-08-27 02:14:42.033695,20.0,63.0,-1.8125
1798,2020-08-27 02:16:50.497865,20.0,63.0,-1.875
1799,2020-08-27 02:18:53.989706,20.0,63.0,-1.9375
1800,2020-08-27 02:20:57.373497,20.0,63.0,-1.625
1801,2020-08-27 02:23:13.474312,20.0,63.0,-1.5
1802,2020-08-27 02:25:16.813682,20.0,63.0,-1.4375
1803,2020-08-27 02:27:27.763505,20.0,63.0,-1.3125
1804,2020-08-27 02:29:31.155266,20.0,63.0,-1.0
1805,2020-08-27 02:31:39.726574,20.0,63.0,-0.8125
1806,2020-08-27 02:33:40.589073,20.0,63.0,-0.6875
1807,2020-08-27 02:35:46.553829,20.0,63.0,-0.5625
1808,2020-08-27 02:37:47.423891,20.0,63.0,-0.5625
1809,2020-08-27 02:39:53.349964,20.0,63.0,-0.625
1810,2020-08-27 02:41:54.173671,20.0,63.0,-0.625
1811,2020-08-27 02:44:00.063651,20.0,63.0,-0.75
1812,2020-08-27 02:46:00.922183,20.0,63.0,-0.75
1813,2020-08-27 02:48:11.923987,20.0,63.0,-0.6875
1814,2020-08-27 02:50:17.813560,20.0,63.0,-0.75
1815,2020-08-27 02:52:23.744946,20.0,63.0,-0.8125
1816,2020-08-27 02:54:24.563557,20.0,63.0,-0.75
1817,2020-08-27 02:56:25.393486,20.0,63.0,-0.8125
1818,2020-08-27 02:58:26.253559,20.0,63.0,-0.75
1819,2020-08-27 03:00:29.655840,20.0,63.0,-0.8125
1820,2020-08-27 03:02:30.503549,20.0,63.0,-0.8125
1821,2020-08-27 03:04:38.957291,20.0,63.0,-0.8125
1822,2020-08-27 03:06:44.813507,20.0,63.0,-0.8125
1823,2020-08-27 03:08:45.669769,20.0,63.0,-0.8125
1824,2020-08-27 03:10:46.523617,20.0,63.0,-0.8125
1825,2020-08-27 03:12:52.467493,20.0,63.0,-0.8125
1826,2020-08-27 03:15:03.449560,20.0,63.0,-0.75
1827,2020-08-27 03:17:04.313536,20.0,63.0,-0.8125
1828,2020-08-27 03:19:05.177786,20.0,63.0,-0.875
1829,2020-08-27 03:21:16.133481,20.0,63.0,-0.75
1830,2020-08-27 03:23:16.963549,20.0,63.0,-0.875
1831,2020-08-27 03:25:22.853596,20.0,63.0,-0.875
1832,2020-08-27 03:27:23.712298,20.0,63.0,-0.9375
1833,2020-08-27 03:29:27.083553,20.0,63.0,-0.875
1834,2020-08-27 03:31:27.950802,20.0,63.0,-0.9375
1835,2020-08-27 03:33:28.793544,20.0,63.0,-1.0
1836,2020-08-27 03:35:37.255937,20.0,63.0,-0.9375
1837,2020-08-27 03:37:38.063555,20.0,63.0,-0.9375
1838,2020-08-27 03:39:49.103506,20.0,63.0,-0.9375
1839,2020-08-27 03:41:52.493568,20.0,63.0,-1.0
1840,2020-08-27 03:43:55.853477,20.0,63.0,-1.0
1841,2020-08-27 03:45:56.684272,20.0,63.0,0.625
1842,2020-08-27 03:48:00.114498,20.0,63.0,2.125
1843,2020-08-27 03:50:06.082030,20.0,63.0,2.6875
1844,2020-08-27 03:52:06.933482,20.0,63.0,3.0
1845,2020-08-27 03:54:17.873534,20.0,63.0,3.0625
1846,2020-08-27 03:56:26.326997,20.0,63.0,3.25
1847,2020-08-27 03:58:32.183505,20.0,64.0,3.375
1848,2020-08-27 04:00:35.575967,20.0,63.0,3.5625
1849,2020-08-27 04:02:36.413762,20.0,63.0,3.8125
1850,2020-08-27 04:04:44.862235,20.0,64.0,3.875
1851,2020-08-27 04:06:50.723483,20.0,64.0,4.0625
1852,2020-08-27 04:08:54.109965,20.0,64.0,4.1875
1853,2020-08-27 04:10:57.473584,20.0,64.0,4.375
1854,2020-08-27 04:13:00.861111,20.0,64.0,4.5625
1855,2020-08-27 04:15:06.743569,20.0,64.0,4.625
1856,2020-08-27 04:17:07.598936,20.0,64.0,4.8125
1857,2020-08-27 04:19:28.721694,20.0,64.0,4.875
